date,close
2024-07-13,3132.98
2024-07-14,3173.50
2024-07-15,3252.65
2024-07-16,3488.54
2024-07-17,3446.77
2024-07-18,3389.44
2024-07-19,3428.55
2024-07-20,3505.22
2024-07-21,3522.80
2024-07-22,3533.12
2024-07-23,3443.07
2024-07-24,3482.98
2024-07-25,3336.38
2024-07-26,3173.76
2024-07-27,3278.19
2024-07-28,3254.61
2024-07-29,3272.85
2024-07-30,3316.94
2024-07-31,3276.98
2024-08-01,3233.08
2024-08-02,3204.25
2024-08-03,2983.30
2024-08-04,2906.72
2024-08-05,2682.44
2024-08-06,2415.63
2024-08-07,2455.51
2024-08-08,2341.59
2024-08-09,2685.01
2024-08-10,2602.18
2024-08-11,2608.04
2024-08-12,2558.79
2024-08-13,2726.78
2024-08-14,2703.55
2024-08-15,2662.78
2024-08-16,2569.86
2024-08-17,2592.25
2024-08-18,2613.14
2024-08-19,2614.60
2024-08-20,2640.59
2024-08-21,2575.64
2024-08-22,2630.30
2024-08-23,2623.29
2024-08-24,2763.26
2024-08-25,2767.84
2024-08-26,2745.16
2024-08-27,2683.08
2024-08-28,2457.28
2024-08-29,2527.03
2024-08-30,2526.74
2024-08-31,2527.69
2024-09-01,2513.36
2024-09-02,2430.02
2024-09-03,2534.90
2024-09-04,2437.15
2024-09-05,2448.31
2024-09-06,2367.77
2024-09-07,2223.78
2024-09-08,2272.70
2024-09-09,2296.40
2024-09-10,2359.57
2024-09-11,2389.47
2024-09-12,2342.96
2024-09-13,2362.30
2024-09-14,2445.09
2024-09-15,2418.08
2024-09-16,2322.64
2024-09-17,2295.13
2024-09-18,2341.09
2024-09-19,2361.96
2024-09-20,2465.23
2024-09-21,2557.62
2024-09-22,2614.60
2024-09-23,2582.85
2024-09-24,2647.99
2024-09-25,2653.84
2024-09-26,2578.57
2024-09-27,2630.95
2024-09-28,2698.19
2024-09-29,2680.22
2024-09-30,2659.61
2024-10-01,2597.34
2024-10-02,2451.63
2024-10-03,2365.23
2024-10-04,2348.00
2024-10-05,2416.92
2024-10-06,2415.40
2024-10-07,2438.03
2024-10-08,2422.75
2024-10-09,2441.47
2024-10-10,2367.62
2024-10-11,2381.78
2024-10-12,2435.71
2024-10-13,2477.61
2024-10-14,2466.86
2024-10-15,2628.50
2024-10-16,2602.08
2024-10-17,2611.70
2024-10-18,2603.12
2024-10-19,2643.16
2024-10-20,2649.98
2024-10-21,2742.96
2024-10-22,2665.73
2024-10-23,2619.57
2024-10-24,2524.10
2024-10-25,2536.23
2024-10-26,2422.09
2024-10-27,2479.37
2024-10-28,2505.50
2024-10-29,2564.81
2024-10-30,2638.64
2024-10-31,2657.61
2024-11-01,2514.75
2024-11-02,2513.84
2024-11-03,2491.35
2024-11-04,2456.98
2024-11-05,2395.95
2024-11-06,2422.37
2024-11-07,2720.62
2024-11-08,2894.97
2024-11-09,2960.96
2024-11-10,3130.04
2024-11-11,3191.90
2024-11-12,3372.79
2024-11-13,3260.93
2024-11-14,3191.90
2024-11-15,3059.81
2024-11-16,3093.91
2024-11-17,3133.88
2024-11-18,3075.53
2024-11-19,3209.42
2024-11-20,3112.91
2024-11-21,3075.19
2024-11-22,3365.94
2024-11-23,3327.76
2024-11-24,3394.04
2024-11-25,3368.70
2024-11-26,3417.29
2024-11-27,3325.64
2024-11-28,3666.19
2024-11-29,3579.24
2024-11-30,3598.19
2024-12-01,3709.91
2024-12-02,3708.81
2024-12-03,3643.86
2024-12-04,3625.71
2024-12-05,3839.44
2024-12-06,3796.87
2024-12-07,4013.73
2024-12-08,4000.99
2024-12-09,4015.78
2024-12-10,3713.31
2024-12-11,3626.59
2024-12-12,3828.11
2024-12-13,3878.85
2024-12-14,3907.43
2024-12-15,3867.00
2024-12-16,3961.32
2024-12-17,3992.86
2024-12-18,3879.41
2024-12-19,3628.26
2024-12-20,3434.68
2024-12-21,3468.66
2024-12-22,3337.60
2024-12-23,3275.89
2024-12-24,3414.64
2024-12-25,3497.56
2024-12-26,3494.51
2024-12-27,3327.79
2024-12-28,3328.61
2024-12-29,3397.83
2024-12-30,3357.33
2024-12-31,3359.51
2025-01-01,3336.62
2025-01-02,3348.97
2025-01-03,3448.14
2025-01-04,3604.29
2025-01-05,3660.38
2025-01-06,3635.85
2025-01-07,3687.14
2025-01-08,3380.02
2025-01-09,3325.13
2025-01-10,3219.09
2025-01-11,3269.18
2025-01-12,3283.59
2025-01-13,3264.07
2025-01-14,3134.55
2025-01-15,3224.80
2025-01-16,3447.03
2025-01-17,3309.45
2025-01-18,3477.28
2025-01-19,3309.10
2025-01-20,3208.14
2025-01-21,3263.07
2025-01-22,3326.03
2025-01-23,3237.30
2025-01-24,3332.58
2025-01-25,3311.85
2025-01-26,3320.13
2025-01-27,3232.28
2025-01-28,3173.53
2025-01-29,3076.49
2025-01-30,3114.44
